button_pressed,time,av,ax,ay,az
0,2021-04-13 15:34:02 79802,705.9433405026214,436,534,-152
0,2021-04-13 15:34:02 79851,867.5511512297128,530,604,-327
0,2021-04-13 15:34:02 79901,1602.7336023182393,195,1517,-479
0,2021-04-13 15:34:02 79951,784.8630453779818,163,705,-304
0,2021-04-13 15:34:03 80001,847.823684500498,713,456,-50
0,2021-04-13 15:34:03 80052,933.2770221107986,705,565,-234
0,2021-04-13 15:34:03 80101,1517.389205181057,195,1482,-261
0,2021-04-13 15:34:03 80151,926.0086392685546,304,830,-276
0,2021-04-13 15:34:03 80201,711.3880797426957,374,569,-206
0,2021-04-13 15:34:03 80251,751.6096061121092,393,608,-202
0,2021-04-13 15:34:03 80301,1724.0899048483523,-89,1602,-631
0,2021-04-13 15:34:03 80351,812.3921466877927,101,678,-436
0,2021-04-13 15:34:03 80401,729.937668571776,522,510,15
0,2021-04-13 15:34:03 80451,942.3608650617873,530,690,-362
0,2021-04-13 15:34:03 80501,1587.8806630222562,23,1544,-370
0,2021-04-13 15:34:03 80551,1277.880667355133,27,1209,-413
0,2021-04-13 15:34:03 80602,753.2927717693832,280,655,-245
0,2021-04-13 15:34:03 80651,995.5566282236284,530,768,-347
0,2021-04-13 15:34:03 80701,1635.801332680714,-50,1505,-639
0,2021-04-13 15:34:03 80751,1244.7192454525639,-425,1045,-526
0,2021-04-13 15:34:03 80801,1021.8855121783457,900,483,-31
0,2021-04-13 15:34:03 80851,821.9768853197759,319,522,-549
0,2021-04-13 15:34:03 80901,1578.7191010436277,-253,1548,179
0,2021-04-13 15:34:03 80951,1266.5046387597638,179,1228,-253
0,2021-04-13 15:34:04 81001,559.9741065442223,343,429,-109
0,2021-04-13 15:34:04 81052,858.1031406538493,70,721,-460
0,2021-04-13 15:34:04 81101,1527.2917206611185,-234,1458,-390
0,2021-04-13 15:34:04 81151,1607.1284951739235,-35,1361,-854
0,2021-04-13 15:34:04 81201,746.0790842799441,581,468,7
0,2021-04-13 15:34:04 81251,1109.6413835109072,42,1088,-214
0,2021-04-13 15:34:04 81301,1203.9439355717525,191,1170,-210
0,2021-04-13 15:34:04 81351,1333.1834082375913,947,885,-312
0,2021-04-13 15:34:04 81402,505.0594024468805,366,315,-148
0,2021-04-13 15:34:04 81451,1207.2369278646177,101,1076,-538
0,2021-04-13 15:34:04 81501,1520.2595173193292,-553,1368,-366
0,2021-04-13 15:34:04 81551,1183.2506074369876,452,1037,-347
0,2021-04-13 15:34:04 81601,1210.9207240773444,1056,592,-27
0,2021-04-13 15:34:04 81652,1327.8433642564924,444,1244,136
0,2021-04-13 15:34:04 81701,1137.0914650985646,522,982,-237
0,2021-04-13 15:34:04 81751,661.314599869079,93,588,-288
0,2021-04-13 15:34:04 81801,443.54368443254833,31,187,-401
0,2021-04-13 15:34:04 81851,1544.5963874099925,-639,1384,-249
0,2021-04-13 15:34:04 81901,1260.2245831596842,-351,1142,-401
0,2021-04-13 15:34:04 81951,820.5613931937086,234,783,-74
0,2021-04-13 15:34:05 82001,941.814206730818,429,838,-27
0,2021-04-13 15:34:05 82052,1684.2618561257036,-323,1653,0
0,2021-04-13 15:34:05 82101,723.2191922232153,-89,694,-183
0,2021-04-13 15:34:05 82151,321.23822935634547,81,117,-288
0,2021-04-13 15:34:05 82202,431.45915218013397,288,198,253
0,2021-04-13 15:34:05 82251,1178.7247346178835,-440,1084,144
0,2021-04-13 15:34:05 82301,996.434142329537,-179,978,66
0,2021-04-13 15:34:05 82351,943.3329210835377,-74,924,175
0,2021-04-13 15:34:05 82401,1992.9520817119512,19,1989,124
0,2021-04-13 15:34:05 82451,1816.48176429052,-425,1766,15
0,2021-04-13 15:34:05 82501,550.1354378696213,-218,503,-46
0,2021-04-13 15:34:05 82551,271.189970316013,-54,152,218
0,2021-04-13 15:34:05 82601,747.1097643586248,-276,694,19
0,2021-04-13 15:34:05 82651,1011.051927449822,-292,881,-401
0,2021-04-13 15:34:05 82701,1220.9754297282152,85,1216,-70
0,2021-04-13 15:34:05 82751,2022.2119077881032,-202,1989,304
0,2021-04-13 15:34:05 82801,1855.1706121001378,27,1852,105
0,2021-04-13 15:34:05 82851,1014.051280754578,46,1010,-78
0,2021-04-13 15:34:05 82901,676.6897368809431,0,553,390
0,2021-04-13 15:34:05 82951,1012.8859758136648,-312,963,35
0,2021-04-13 15:34:06 83003,803.5838475230821,85,799,11
0,2021-04-13 15:34:06 83054,1085.8572650215128,663,854,101
0,2021-04-13 15:34:06 83101,904.1509829668936,647,612,156
0,2021-04-13 15:34:06 83151,1317.0394830831763,417,1240,152
0,2021-04-13 15:34:06 83201,1120.2901409902704,635,916,113
0,2021-04-13 15:34:06 83251,696.6591706135791,198,663,81
0,2021-04-13 15:34:06 83301,1382.878881175065,27,1224,643
0,2021-04-13 15:34:06 83351,612.0857783023553,218,569,58
0,2021-04-13 15:34:06 83401,1243.5091475337042,717,885,499
0,2021-04-13 15:34:06 83451,811.3131331366453,296,663,362
0,2021-04-13 15:34:06 83501,1197.689859688225,-128,1189,66
0,2021-04-13 15:34:06 83551,1112.6050512198838,904,643,85
0,2021-04-13 15:34:06 83601,500.3738602285295,323,382,11
0,2021-04-13 15:34:06 83651,986.3391911507927,378,741,530
0,2021-04-13 15:34:06 83701,1288.781595151017,35,1287,58
0,2021-04-13 15:34:06 83751,1311.5921622211686,592,1119,343
0,2021-04-13 15:34:06 83802,621.9815109792252,46,448,429
0,2021-04-13 15:34:06 83851,990.3312577112771,-222,916,304
0,2021-04-13 15:34:06 83901,1113.781396863855,452,986,253
0,2021-04-13 15:34:06 83951,1044.4237645706842,514,865,280
0,2021-04-13 15:34:07 84001,751.1324783285569,206,608,390
0,2021-04-13 15:34:07 84052,1155.5686911646576,3,1131,237
0,2021-04-13 15:34:07 84101,1404.512014900549,-198,1365,-265
0,2021-04-13 15:34:07 84151,1199.1684618934905,-296,1150,167
0,2021-04-13 15:34:07 84201,924.2537530353881,15,768,514
0,2021-04-13 15:34:07 84251,1421.7053140507003,70,1361,405
0,2021-04-13 15:34:07 84301,1043.0215721642578,-93,982,339
0,2021-04-13 15:34:07 84351,714.1561453911883,15,705,113
0,2021-04-13 15:34:07 84401,967.3784161330043,-93,936,226
0,2021-04-13 15:34:07 84451,1402.7212837909033,-269,1365,-179
0,2021-04-13 15:34:07 84501,1218.7903839463127,-460,1099,-257
0,2021-04-13 15:34:07 84551,1163.9806699425897,-249,1131,117
0,2021-04-13 15:34:07 84602,1596.7360458134588,315,1521,370
0,2021-04-13 15:34:07 84651,1559.3751953907692,-93,1521,331
0,2021-04-13 15:34:07 84701,1204.250389246356,-187,1185,105
0,2021-04-13 15:34:07 84751,788.5505690822878,198,748,152
0,2021-04-13 15:34:07 84801,501.0498977147885,-23,499,-39
0,2021-04-13 15:34:07 84851,720.878630561345,-11,659,292
0,2021-04-13 15:34:07 84901,1307.183996230064,105,1267,-304
0,2021-04-13 15:34:07 84951,883.5847440964562,312,787,-253
0,2021-04-13 15:34:08 85003,959.6775500135449,577,764,66
0,2021-04-13 15:34:08 85054,1749.785701164574,-585,1638,191
0,2021-04-13 15:34:08 85101,1514.2304976455864,35,1513,50
0,2021-04-13 15:34:08 85151,1091.2621133348302,432,1002,15
0,2021-04-13 15:34:08 85201,618.4634184816431,-50,581,-206
0,2021-04-13 15:34:08 85251,1221.2477226181427,-386,1115,-315
0,2021-04-13 15:34:08 85301,1154.6207169456125,-347,1006,-448
0,2021-04-13 15:34:08 85351,1006.4809983303212,-42,978,-234
0,2021-04-13 15:34:08 85402,809.3176137957212,101,795,113
0,2021-04-13 15:34:08 85451,1684.6165735858115,-152,1677,50
0,2021-04-13 15:34:08 85501,1376.199113500659,-144,1368,-42
0,2021-04-13 15:34:08 85551,624.8239752122192,74,620,-23
0,2021-04-13 15:34:08 85601,396.24361193588976,3,390,-70
0,2021-04-13 15:34:08 85651,677.8148714804065,-226,534,351
0,2021-04-13 15:34:08 85701,1041.8781118729771,-54,1037,-85
0,2021-04-13 15:34:08 85751,980.1132587614555,195,959,54
0,2021-04-13 15:34:08 85801,551.0807563324997,175,448,269
0,2021-04-13 15:34:08 85851,1309.2627696532122,-198,1294,23
0,2021-04-13 15:34:08 85901,1348.845432212305,198,1326,148
0,2021-04-13 15:34:08 85951,760.522189025409,-113,752,-11
0,2021-04-13 15:34:09 86001,1047.416345108286,-46,994,327
0,2021-04-13 15:34:09 86052,1283.324978327781,-429,1181,-261
0,2021-04-13 15:34:09 86101,561.5220387482578,19,561,-15
0,2021-04-13 15:34:09 86151,849.6652281928453,339,709,323
0,2021-04-13 15:34:09 86202,1442.8534229089246,124,1435,-85
0,2021-04-13 15:34:09 86251,1517.7371313900178,-46,1493,269
0,2021-04-13 15:34:09 86301,957.3384981290578,542,787,58
0,2021-04-13 15:34:09 86351,538.1756218930768,273,448,-120
0,2021-04-13 15:34:09 86401,1499.0853878281916,62,1458,343
0,2021-04-13 15:34:09 86451,1650.9939430536988,-604,1521,-218
0,2021-04-13 15:34:09 86501,1008.7526951636858,-187,967,-218
0,2021-04-13 15:34:09 86551,1072.1837529080544,741,721,284
0,2021-04-13 15:34:09 86601,1396.3416487378724,15,1376,237
0,2021-04-13 15:34:09 86651,1224.347172986486,479,1119,132
0,2021-04-13 15:34:09 86701,710.8157285823098,495,503,85
0,2021-04-13 15:34:09 86751,1000.3029541094038,366,803,471
0,2021-04-13 15:34:09 86801,1422.4334782336923,113,1372,-358
0,2021-04-13 15:34:09 86851,1078.1034273204032,425,959,-249
0,2021-04-13 15:34:09 86901,1577.6238461686614,854,1275,366
0,2021-04-13 15:34:09 86951,1542.4282803423957,-222,1524,-85
0,2021-04-13 15:34:10 87002,663.4922757651366,417,347,382
0,2021-04-13 15:34:10 87053,1340.6662522790673,936,709,647
0,2021-04-13 15:34:10 87101,563.2352971893719,432,347,101
0,2021-04-13 15:34:10 87151,1030.1097028957645,339,971,58
0,2021-04-13 15:34:10 87201,1295.5794070607947,627,1111,-226
0,2021-04-13 15:34:10 87251,1129.2785307442978,686,893,-85
0,2021-04-13 15:34:10 87301,717.3395290934412,600,280,276
0,2021-04-13 15:34:10 87351,1342.912506457513,31,1298,-343
0,2021-04-13 15:34:10 87401,1247.3768476286548,483,1142,136
0,2021-04-13 15:34:10 87451,973.7586970086583,362,869,249
0,2021-04-13 15:34:10 87501,949.3792708923025,159,858,374
0,2021-04-13 15:34:10 87551,1029.0238092483576,-101,1017,120
0,2021-04-13 15:34:10 87601,1216.4542736987692,569,1068,124
0,2021-04-13 15:34:10 87651,988.6607102540285,565,764,273
0,2021-04-13 15:34:10 87701,705.6918590999899,156,592,351
0,2021-04-13 15:34:10 87751,1041.7475701915507,19,1021,206
0,2021-04-13 15:34:10 87802,1141.251067907496,881,702,183
0,2021-04-13 15:34:10 87851,541.7259454742776,315,429,-101
0,2021-04-13 15:34:10 87901,832.8565302619653,-273,436,655
0,2021-04-13 15:34:10 87951,1090.980293130907,-421,1006,-31
0,2021-04-13 15:34:11 88001,1429.5212485304303,-27,1419,171
0,2021-04-13 15:34:11 88052,944.0879196346069,319,815,354
0,2021-04-13 15:34:11 88101,891.4392856498978,42,834,312
0,2021-04-13 15:34:11 88151,1251.2637611630892,269,1220,70
0,2021-04-13 15:34:11 88201,1092.0668477707763,343,1025,156
0,2021-04-13 15:34:11 88251,1003.3249722796697,-503,854,156
0,2021-04-13 15:34:11 88301,1424.8245506026346,-315,1388,66
0,2021-04-13 15:34:11 88351,1312.0979384177083,-362,1259,-74
0,2021-04-13 15:34:11 88401,1125.9502653314667,-284,1088,-58
0,2021-04-13 15:34:11 88451,1279.992968730688,-101,1134,585
0,2021-04-13 15:34:11 88501,1436.8858688149173,-124,1423,156
0,2021-04-13 15:34:11 88551,1096.7761850076797,378,1025,97
0,2021-04-13 15:34:11 88602,744.4252816770801,538,514,-23
0,2021-04-13 15:34:11 88651,1005.0860659664922,191,986,39
0,2021-04-13 15:34:11 88701,1352.164560991006,152,1318,-261
0,2021-04-13 15:34:11 88751,1232.7611285240948,452,1080,-386
0,2021-04-13 15:34:11 88801,1286.969308103344,928,885,109
0,2021-04-13 15:34:11 88851,1684.476773363171,-530,1591,159
0,2021-04-13 15:34:11 88901,1243.7761052536746,351,1193,23
0,2021-04-13 15:34:11 88951,879.729503881733,780,382,140
0,2021-04-13 15:34:12 89001,294.1037231998262,171,234,-50
0,2021-04-13 15:34:12 89052,708.516054863967,105,647,269
0,2021-04-13 15:34:12 89101,978.0736168612258,312,900,-222
0,2021-04-13 15:34:12 89151,1106.0913163025916,409,994,261
0,2021-04-13 15:34:12 89201,1139.7552368820245,-132,1107,237
0,2021-04-13 15:34:12 89251,1663.475277844549,-315,1630,105
0,2021-04-13 15:34:12 89301,1099.23064003875,468,920,378
0,2021-04-13 15:34:12 89351,782.1591909579532,3,780,58
0,2021-04-13 15:34:12 89402,649.164077872459,50,495,417
0,2021-04-13 15:34:12 89451,981.3348052525193,-152,955,167
0,2021-04-13 15:34:12 89501,1058.5513686165636,663,819,-101
0,2021-04-13 15:34:12 89551,1048.244723335157,600,756,409
0,2021-04-13 15:34:12 89601,2148.9611443672034,-916,1883,483
0,2021-04-13 15:34:12 89651,1669.8805346491108,222,1591,456
0,2021-04-13 15:34:12 89701,564.7813736305403,315,468,27
0,2021-04-13 15:34:12 89751,657.0129374677488,39,448,479
0,2021-04-13 15:34:12 89801,771.7907747569933,19,768,74
0,2021-04-13 15:34:12 89851,905.8128945869561,218,877,62
0,2021-04-13 15:34:12 89901,1014.8127906170674,514,865,-132
0,2021-04-13 15:34:12 89951,662.1140385160248,39,565,343
0,2021-04-13 15:34:13 90001,1264.5702827443004,-163,1240,187
0,2021-04-13 15:34:13 90052,1707.906906128083,764,1509,237
0,2021-04-13 15:34:13 90101,1113.872973009041,612,900,237
0,2021-04-13 15:34:13 90151,709.0578255685498,-19,659,261
0,2021-04-13 15:34:13 90202,1242.9907481554317,-89,1236,97
0,2021-04-13 15:34:13 90251,1275.7472320173774,249,1251,23
0,2021-04-13 15:34:13 90301,1460.5293560897705,276,1411,257
0,2021-04-13 15:34:13 90351,721.6848342593878,-206,627,292
0,2021-04-13 15:34:13 90401,1011.4079295714464,401,928,31
0,2021-04-13 15:34:13 90451,1076.0771347817033,663,842,97
0,2021-04-13 15:34:13 90501,928.0199351307061,288,881,46
0,2021-04-13 15:34:13 90551,1290.3495650404195,-280,1259,-39
0,2021-04-13 15:34:13 90601,1453.657800171691,-444,1232,-631
0,2021-04-13 15:34:13 90651,1184.2064853732224,-276,1115,-288
0,2021-04-13 15:34:13 90701,1212.850361751193,109,1095,510
0,2021-04-13 15:34:13 90751,1237.6514048794193,-144,1162,401
0,2021-04-13 15:34:13 90801,801.8110750045798,-156,783,-74
0,2021-04-13 15:34:13 90851,806.8147247045011,3,725,354
0,2021-04-13 15:34:13 90901,782.4327447135632,148,709,296
0,2021-04-13 15:34:13 90951,462.884434821479,-105,401,-206
0,2021-04-13 15:34:14 91002,1362.4980733931334,-444,1248,-319
0,2021-04-13 15:34:14 91053,1259.7686295506805,-694,1025,-234
0,2021-04-13 15:34:14 91101,1203.0195343384912,-382,1134,-124
0,2021-04-13 15:34:14 91151,1961.3576930279698,-826,1778,58
0,2021-04-13 15:34:14 91201,1156.8552199821722,-308,1115,15
0,2021-04-13 15:34:14 91251,865.4068407402382,-241,772,-308
0,2021-04-13 15:34:14 91301,491.2850496402267,-159,448,-124
0,2021-04-13 15:34:14 91351,839.7380543955359,-690,432,-206
0,2021-04-13 15:34:14 91401,1027.2643282037977,-702,682,-312
0,2021-04-13 15:34:14 91451,940.4685002699453,89,928,-124
0,2021-04-13 15:34:14 91501,1312.7455960695506,-530,1201,0
0,2021-04-13 15:34:14 91551,1332.3381702856072,-604,1185,78
0,2021-04-13 15:34:14 91601,1460.5461307332953,-257,1435,89
0,2021-04-13 15:34:14 91652,834.4638997584018,-148,815,-101
0,2021-04-13 15:34:14 91701,542.8498871695563,-347,386,-159
0,2021-04-13 15:34:14 91751,853.5174280587363,-526,670,54
0,2021-04-13 15:34:14 91802,1041.606931620561,-390,963,74
0,2021-04-13 15:34:14 91851,1809.557680760688,253,1677,-631
0,2021-04-13 15:34:14 91901,792.2663693480873,-401,577,-366
0,2021-04-13 15:34:15 91951,444.5379623834167,42,413,-159
0,2021-04-13 15:34:15 92001,898.5466042448772,167,869,-156
0,2021-04-13 15:34:15 92052,1330.1451048663826,-709,1123,-74
0,2021-04-13 15:34:15 92101,696.8737331827051,-171,674,-46
0,2021-04-13 15:34:15 92151,966.6819539021094,-405,768,-425
0,2021-04-13 15:34:15 92201,1038.0833299884937,-222,982,-253
0,2021-04-13 15:34:15 92251,1659.8972859788644,-1115,1053,-635
0,2021-04-13 15:34:15 92301,1207.0894747283648,-366,1025,-522
0,2021-04-13 15:34:15 92351,2258.984063688808,378,1989,1002
0,2021-04-13 15:34:15 92401,301.3453168708616,-245,-128,-120
0,2021-04-13 15:34:15 92451,646.4704169565689,-202,596,-148
0,2021-04-13 15:34:15 92501,1336.255215144173,-799,1056,-179
0,2021-04-13 15:34:15 92551,2437.222189296659,1794,1380,904
0,2021-04-13 15:34:15 92602,986.8277458604415,-31,978,-128
0,2021-04-13 15:34:15 92652,1221.728284030455,50,1162,-374
0,2021-04-13 15:34:15 92701,1222.3984620409174,-269,1021,-616
0,2021-04-13 15:34:15 92751,658.4056500365106,-245,468,-393
0,2021-04-13 15:34:15 92801,71.95137246779939,58,7,-42
0,2021-04-13 15:34:15 92851,221.9324221469229,202,23,89
0,2021-04-13 15:34:15 92901,1186.996630155284,-280,1119,-280
0,2021-04-13 15:34:16 92951,829.9252978431251,-214,776,-202
0,2021-04-13 15:34:16 93001,724.6192103443021,70,717,-78
0,2021-04-13 15:34:16 93052,819.0091574579615,70,674,-460
0,2021-04-13 15:34:16 93101,1186.4489032402532,-510,900,-581
0,2021-04-13 15:34:16 93151,778.5717693315113,-518,553,-179
0,2021-04-13 15:34:16 93201,653.0122510336234,-54,647,-70
0,2021-04-13 15:34:16 93251,1210.268152105144,-74,1053,-592
0,2021-04-13 15:34:16 93301,1733.6052030378773,-729,1439,-635
0,2021-04-13 15:34:16 93351,1311.384764285448,-1045,756,-237
0,2021-04-13 15:34:16 93402,947.804832230771,-85,865,-378
0,2021-04-13 15:34:16 93451,962.5227270044069,-319,908,-15
0,2021-04-13 15:34:16 93501,1333.5670211879117,-471,1212,-296
0,2021-04-13 15:34:16 93551,1254.7338363174877,-631,1064,-210
0,2021-04-13 15:34:16 93601,963.2159674756227,-335,822,-374
0,2021-04-13 15:34:16 93652,631.6304299192685,70,604,-171
0,2021-04-13 15:34:16 93701,594.1960955778825,156,542,-187
0,2021-04-13 15:34:16 93751,1185.246809740486,-444,1095,-93
0,2021-04-13 15:34:16 93801,1240.576075861533,-678,943,-436
0,2021-04-13 15:34:16 93851,1707.5300875826463,-557,1509,-573
0,2021-04-13 15:34:16 93901,1421.4995603235338,-241,1326,-452
0,2021-04-13 15:34:17 93951,1835.491759719994,-1739,530,-253
0,2021-04-13 15:34:17 94001,308.25638679514816,-179,241,-70
0,2021-04-13 15:34:17 94052,605.4502456849779,-3,585,-156
0,2021-04-13 15:34:17 94101,1319.920073337776,-436,1138,-507
0,2021-04-13 15:34:17 94151,1109.9319798978674,-522,916,-347
0,2021-04-13 15:34:17 94202,867.818529417297,-292,783,-234
0,2021-04-13 15:34:17 94251,1233.6243350388318,-280,1185,-198
0,2021-04-13 15:34:17 94301,1590.2455785192424,-249,1544,-288
0,2021-04-13 15:34:17 94351,1444.1474993919423,-397,1353,-312
0,2021-04-13 15:34:17 94401,757.22783889659,-237,659,-288
0,2021-04-13 15:34:17 94451,951.2171150688995,222,893,-241
0,2021-04-13 15:34:17 94501,1420.7705655734849,148,1322,-499
0,2021-04-13 15:34:17 94551,1298.4178834258253,-292,1177,-464
0,2021-04-13 15:34:17 94601,463.62376988243386,-35,421,-191
0,2021-04-13 15:34:17 94651,469.75206226263657,171,401,-175
0,2021-04-13 15:34:17 94701,1385.3479707279323,42,1220,-655
0,2021-04-13 15:34:17 94751,927.6777457716661,-167,764,-499
0,2021-04-13 15:34:17 94801,599.7149322803293,-128,475,-343
0,2021-04-13 15:34:17 94851,1035.6688659991667,280,959,-273
0,2021-04-13 15:34:17 94901,1511.4559206275253,-237,1439,-397
0,2021-04-13 15:34:18 94951,1506.6034647510937,-573,1287,-534
0,2021-04-13 15:34:18 95002,1176.2963062086014,-522,1033,-210
0,2021-04-13 15:34:18 95053,649.1001463564771,429,487,11
0,2021-04-13 15:34:18 95101,1784.6248905582372,-81,1634,-713
0,2021-04-13 15:34:18 95151,1678.8123778433371,-495,1431,-725
0,2021-04-13 15:34:18 95201,1028.715704167094,-624,756,-312
0,2021-04-13 15:34:18 95251,1259.5026796319253,237,1193,-327
0,2021-04-13 15:34:18 95301,2287.7923856853795,-1809,1388,-187
0,2021-04-13 15:34:18 95351,1065.8536484902606,822,674,-78
0,2021-04-13 15:34:18 95401,1344.5895284435321,846,1014,-253
0,2021-04-13 15:34:18 95451,679.0706885148261,-42,573,-362
0,2021-04-13 15:34:18 95501,1391.810691150201,15,1244,-624
0,2021-04-13 15:34:18 95551,988.3769523820353,167,830,-510
0,2021-04-13 15:34:18 95601,840.8293524847952,331,627,-452
0,2021-04-13 15:34:18 95651,645.7398857125057,468,440,66
0,2021-04-13 15:34:18 95701,1334.5298797704006,429,1255,148
0,2021-04-13 15:34:18 95751,1173.0144926640933,499,1029,-261
0,2021-04-13 15:34:18 95802,761.6514951078348,538,538,35
0,2021-04-13 15:34:18 95851,595.7994629067737,187,522,-218
0,2021-04-13 15:34:19 95901,1173.176883509047,612,854,-522
0,2021-04-13 15:34:19 95951,1761.7701325655398,1755,97,-120
0,2021-04-13 15:34:19 96001,270.7969719180774,269,31,3
0,2021-04-13 15:34:19 96052,1112.8728588657377,354,1049,-113
0,2021-04-13 15:34:19 96101,864.1435066006109,514,682,132
0,2021-04-13 15:34:19 96151,582.7426533213439,343,468,54
0,2021-04-13 15:34:19 96201,500.4617867529948,198,323,-327
0,2021-04-13 15:34:19 96251,1830.7282703885905,-175,1821,70
0,2021-04-13 15:34:19 96301,1029.5814683646943,81,1014,159
0,2021-04-13 15:34:19 96351,645.5183963296477,253,557,206
0,2021-04-13 15:34:19 96401,1111.9653771588394,-31,1095,191
0,2021-04-13 15:34:19 96451,1077.8668748968955,50,1076,-39
0,2021-04-13 15:34:19 96501,1001.9765466317064,-120,994,-39
0,2021-04-13 15:34:19 96551,875.1851232739277,-510,565,432
0,2021-04-13 15:34:19 96602,1344.628573249877,-499,1248,39
0,2021-04-13 15:34:19 96652,1259.1683763500416,-674,1045,198
0,2021-04-13 15:34:19 96701,1298.8479510704863,-413,1209,-234
0,2021-04-13 15:34:19 96751,1139.4178338081251,-46,1134,101
0,2021-04-13 15:34:19 96801,925.7866924945508,-144,908,109
0,2021-04-13 15:34:19 96851,1299.7330495143992,-187,1279,136
0,2021-04-13 15:34:20 96901,1211.083812128624,-292,1166,-148
0,2021-04-13 15:34:20 96951,562.0302482962994,3,530,187
0,2021-04-13 15:34:20 97001,497.6404324409342,50,495,-11
0,2021-04-13 15:34:20 97052,741.9359810657521,-401,592,198
0,2021-04-13 15:34:20 97101,1235.8029778245398,-358,1158,-241
0,2021-04-13 15:34:20 97151,1075.451997998981,-354,975,-284
0,2021-04-13 15:34:20 97201,1051.4399650003797,-386,971,117
0,2021-04-13 15:34:20 97251,1663.2275851488275,-222,1571,-499
0,2021-04-13 15:34:20 97301,1178.55886573391,-191,1146,-198
0,2021-04-13 15:34:20 97351,1148.6553007756504,-382,1021,-362
0,2021-04-13 15:34:20 97402,798.4691603311927,-296,729,-136
0,2021-04-13 15:34:20 97451,1123.0494201058118,-842,690,-276
0,2021-04-13 15:34:20 97501,1296.779857955852,-815,943,-358
0,2021-04-13 15:34:20 97551,1118.8471745506622,-503,943,-331
0,2021-04-13 15:34:20 97601,1821.5043233547374,998,1407,-585
0,2021-04-13 15:34:20 97652,1556.801207604876,-1053,1025,-514
0,2021-04-13 15:34:20 97701,1027.921203205771,-666,655,-429
0,2021-04-13 15:34:20 97751,715.649355480741,-152,655,-245
0,2021-04-13 15:34:20 97801,564.631738392379,-206,487,-198
0,2021-04-13 15:34:21 97851,1146.8971183153265,-694,861,-304
0,2021-04-13 15:34:21 97901,1222.3624667012646,-795,928,31
0,2021-04-13 15:34:21 97951,1159.6887513466706,-889,741,-74
0,2021-04-13 15:34:21 98001,950.5808750443068,-218,912,-156
0,2021-04-13 15:34:21 98052,1045.4066194548416,-425,955,-15
0,2021-04-13 15:34:21 98101,1109.7842132594967,-639,904,-78
0,2021-04-13 15:34:21 98151,1237.9676894006564,-546,1072,-292
0,2021-04-13 15:34:21 98202,784.7910549948948,-156,744,-195
0,2021-04-13 15:34:21 98251,1163.3576406247564,-397,1056,-284
0,2021-04-13 15:34:21 98301,1106.8120888389321,-518,897,-390
0,2021-04-13 15:34:21 98351,1023.9814451443932,-592,795,-257
0,2021-04-13 15:34:21 98401,985.2502220248417,-401,869,-234
0,2021-04-13 15:34:21 98451,859.6481838519755,-335,721,-327
0,2021-04-13 15:34:21 98501,762.6434291331697,-202,686,-265
0,2021-04-13 15:34:21 98551,1391.0276776541866,-631,1166,-421
0,2021-04-13 15:34:21 98601,1159.1328655507962,-670,908,-265
0,2021-04-13 15:34:21 98651,827.9631634318039,183,803,85
0,2021-04-13 15:34:21 98701,874.0297477774999,-74,826,-276
0,2021-04-13 15:34:21 98751,1011.3881549632663,-156,947,-319
0,2021-04-13 15:34:21 98801,1017.3322957618125,-226,900,-417
0,2021-04-13 15:34:22 98851,981.8828850733676,-546,713,-397
0,2021-04-13 15:34:22 98901,788.3723739452062,-351,651,-273
0,2021-04-13 15:34:22 98951,1017.8177636492694,-378,850,-413
0,2021-04-13 15:34:22 99002,1335.0973747259036,-698,1041,-460
0,2021-04-13 15:34:22 99053,899.1223498501191,-312,694,-479
0,2021-04-13 15:34:22 99101,615.3226795755215,-66,585,-179
0,2021-04-13 15:34:22 99151,1054.110999847739,-530,873,-261
0,2021-04-13 15:34:22 99201,1486.9821787768676,514,1294,-522
0,2021-04-13 15:34:22 99251,1636.2683154055144,-1454,503,-557
0,2021-04-13 15:34:22 99301,824.8363474047443,-319,713,-265
0,2021-04-13 15:34:22 99351,1409.0471958028943,-967,990,-265
0,2021-04-13 15:34:22 99401,1048.2490162170436,-616,807,-261
0,2021-04-13 15:34:22 99451,612.3634541675393,117,596,78
0,2021-04-13 15:34:22 99501,1170.4853694087765,-444,1064,-202
0,2021-04-13 15:34:22 99551,1155.7322354247976,-456,1041,-210
0,2021-04-13 15:34:22 99601,752.9654706558595,-284,690,-101
0,2021-04-13 15:34:22 99652,1226.6511321480123,-503,1080,-292
0,2021-04-13 15:34:22 99701,1131.9730562164455,-409,889,-569
0,2021-04-13 15:34:23 99751,1068.975210189647,-136,916,-534
0,2021-04-13 15:34:23 99802,1325.6047676438102,-50,1138,-678
0,2021-04-13 15:34:23 99851,1462.6229862818375,-296,1053,-971
0,2021-04-13 15:34:23 99901,1339.3207233519536,-390,908,-904
0,2021-04-13 15:34:23 99951,1108.9625782685366,-526,799,-561
0,2021-04-13 15:34:23 100001,1213.6894166136574,-269,1084,-475
0,2021-04-13 15:34:23 100052,1258.3083882737174,-50,1142,-526
0,2021-04-13 15:34:23 100101,925.508508874986,-42,819,-429
0,2021-04-13 15:34:23 100151,926.8165945860054,202,893,-144
0,2021-04-13 15:34:23 100201,941.0850121003947,241,838,-354
0,2021-04-13 15:34:23 100251,764.5188029080776,46,737,-198
0,2021-04-13 15:34:23 100301,809.2947547093086,195,783,-62
